TowNum,Tow Address,Tow Firm,Firm Address,Firm Phone,Vehicle State,Vehicle Plate,Year,Make,Model,Color,Date ,Time
304575,  14 GIDDINGS ST,A & N AUTO," 1516,PARK ST,HARTFORD,CT,06106",860-233-7079,CT,56CA12,2007,FORD,E250,WHITE,2022015,811
304576,  38 GIDDINGS ST,A & N AUTO," 1516,PARK ST,HARTFORD,CT,06106",860-233-7079,CT,126539,1983,CHEVY,G30,BLUE,2022015,811
304581, 399 ZION ST,RENO'S AUTO BODY," 525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,439ZVR,2000,FORD,EXPLORER,GRN,2022015,818
304582, 150 FRANCIS AV,CAPITOL AUTOMOTIVE LLC," 971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,4APRD7,2005,KIA,RIO,RED,2022015,818
304583,  10 MADISON AV,RENO'S AUTO BODY," 525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,1ANUP8,2005,HYUNDAI,ELANTRA,BLUE,2022015,818
304584,  12 MERRILL ST,FRIENDLY AUTO BODY & TOWING," 99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,521ZYB,2013,TOYOTA,COROLLA,RED,2022015,818
304585,  12 MERRILL ST,FRIENDLY AUTO BODY & TOWING," 99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,505ZGW,2001,CHEVY,BLAZER,RED,2022015,818
304586, 188 PRESTON ST,METRO AUTOBODY & TOWING INC, 722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,4566CZ,2003,FORD,F150,GRN,2022015,836
304587, 160 PRESTON ST,METRO AUTOBODY & TOWING INC, 722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,957TNC,2004,TOYT,4 RUNNER,TAN,2022015,836
304588, 150 OTIS ST,CENTRAL GARAGE," 36 BOND ST. HARTFORD,CT 06114",860-296-1426,CT,967WKN,2003,HONDA,CIVIC,GRY,2022015,836
304589, 100 BUSHNELL ST,METRO AUTOBODY & TOWING INC, 722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,0ABNG0,1996,PONT,SUNFIRE,GRN,2022015,836
304590, 157 BUSHNELL ST,CENTRAL GARAGE," 36 BOND ST. HARTFORD,CT 06114",860-296-1426,CT,4AFHD5,2004,HOND,ACCORD,BLK,2022015,836
304591,  84 WHITMORE ST,METRO AUTOBODY & TOWING INC, 722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,MA,597HT1,1999,FORD,TAURUS,BLU,2022015,836
304596,   8 NILES ST,CAPITOL AUTOMOTIVE LLC," 971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,SC,KED935,2011,CHEVY,IMPALA,GRAY,2022015,855
304597, 352 LAUREL ST,CAPITOL AUTOMOTIVE LLC," 971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,398YXP,2005,HONDA,CIVIC,GRAY,2022015,855
304598, 240 LAUREL ST,"CORONA'S AUTO PARTS,INC.", 608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,TX,BZK5047,1996,HONDA,,GRY,2022015,855
304599, 180 FARMINGTON AV,"CORONA'S AUTO PARTS,INC.", 608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,5ANSX0,2015,NISSAN,ALTIMA,BLK,2022015,855
304600,  17 CASE ST,CAPITOL TOWING," 181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,7AMEGO,2003,TOYOTA,CAMRY,BLK,2022015,855
304601, 129 GRANDVIEW TER,FRIENDLY AUTO BODY & TOWING," 99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,1ADHK9,1999,DODGE,DURANGO,RED,2022015,902
304602,  15 NEWBURY ST,FRIENDLY AUTO BODY & TOWING," 99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,880UDM,2000,TOYT,RAV4,WHT,2022015,902
304603,  60 NEWBURY ST,FRIENDLY AUTO BODY & TOWING," 99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,9ALJW5,1998,HOND,ACC,GRN,2022015,902
304604,  10 FAIRFIELD AV,FRIENDLY AUTO BODY & TOWING," 99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,2D861,1975,CHEV,CAPRICE,BLK,2022015,902
304606, 330 NEW PARK AV,CENTRAL GARAGE," 36 BOND ST. HARTFORD,CT 06114",860-296-1426,CT,9ANRV3,2002,MITS,LANCER  4D,WHT,2022015,911
304607, 404 BARBOUR ST,A & N AUTO," 1516,PARK ST,HARTFORD,CT,06106",860-233-7079,CT,2AAFH7,2000,BUICK,CENTURY,TAN,2022015,946
304608,  17 OWEN ST,WHITEY'S FRAME SHOP," 305 WEST SERVICE RD. HARTFORD, CT 06120",860-246-6871,CT,237ZOS,2010,HOND,CIV  4DR,TAN,2022015,954
304609,  17 OWEN ST,WHITEY'S FRAME SHOP," 305 WEST SERVICE RD. HARTFORD, CT 06120",860-246-6871,CT,681ZMW,2012,NISS,VERSA  4DR,GRY,2022015,954
304610,  12 LORRAINE ST,WHITEY'S FRAME SHOP," 305 WEST SERVICE RD. HARTFORD, CT 06120",860-246-6871,CT,1ALGJ7,2014,HONDA,ACCRD COUP,WHT,2022015,954
304613,  10 OWEN ST,CAPITOL TOWING," 181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,MA,4NXT50,2014,HYUNDIA,ACCENT HTC,GRY,2022015,1014
304614,  10 OWEN ST,CAPITOL TOWING," 181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,NY,DAX5287,2003,FORD,RANGER,BLK,2022015,1014
304616,  38 SOUTH WHITNEY ST,FRIENDLY AUTO BODY & TOWING," 99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,6APGU2,2008,CHEVY,MALIBU,TAN,2022015,1019
304617,  65 ORANGE ST,FRIENDLY AUTO BODY & TOWING," 99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,133TZE,2007,VW,RABBIT,GRY,2022015,1019
304618, 226 SOUTH WHITNEY ST,FRIENDLY AUTO BODY & TOWING," 99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,701ZOM,2005,HYUN,ELANTRA,TAN,2022015,1019
304619,SOUTH WHITNEY ST & WEST BLVD,FRIENDLY AUTO BODY & TOWING," 99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,FL,BVRJ45,2001,DODGE,STRATUS,TAN,2022015,1019
304621,  33 GRAY ST,CROSS COUNTRY AUTO," 585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,7AANN1,2001,CHEV,BLAZER,BLU,2022015,1024
304622,   9 FALES ST,CROSS COUNTRY AUTO," 585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,602PRC,2007,NISS,ALTIMA  4D,GRY,2022015,1024
304623,   2 OWEN ST,"CORONA'S AUTO PARTS,INC.", 608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,8ARGR0,2002,TOYOTA,CAMRY,BLUE,2022015,1045
304624,  50 OWEN ST,"CORONA'S AUTO PARTS,INC.", 608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,6AFUP4,1997,SUBARU,LEGACY,GREEN,2022015,1045
304628,  50 BEACON ST,RENO'S AUTO BODY," 525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,NY,GUJ6965,2015,TOYT,COROLLA  4,BLK,2022015,1054
304629,  50 BEACON ST,RENO'S AUTO BODY," 525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,NY,GRD6553,2013,HONDA,FIT  4DR,WHT,2022015,1054
304632,1009 WEST BLVD,CAPITOL TOWING," 181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,655ZYN,2001,LEXUS,GS430  4DR,PLE,2022015,1059
304638,MAIN ST & HARRIET TUBMAN CT,CAPITOL AUTOMOTIVE LLC," 971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,620ZLP,2007,HYUNDIA,SONATA  4D,,2022015,1319
304640,2757 MAIN ST,"CORONA'S AUTO PARTS,INC.", 608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,5ALXW8,2014,DODGE,CHARGER  4,WHT,2022015,1322
304643,  29 NORTH BEACON ST,CROSS COUNTRY AUTO," 585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,4AMWW0,2011,HOND,ACCORD,BLK,2022015,1715
304644,   1 KINSLEY ST,FRIENDLY AUTO BODY & TOWING," 99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,PA,JHP8327,2008,TOYT,SCION,WHI,2022015,1809
304645,   1 KINSLEY ST,METRO AUTOBODY & TOWING INC, 722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,878ZFH,2012,NISS,ALTIMA,GRY,2022015,1812
304646,BEACON ST & FARMINGTON AV,MODERN GARAGE," 100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,8AAET7,1998,BMW,528I,GRN,2022015,1911
304648, 632 PROSPECT AV,RENO'S AUTO BODY," 525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,8AGDP0,1996,TOYT,RAV4,RED,2022015,2013
304649,CLEVELAND AV & GARDEN ST,"CENTRAL AUTO & TRANSPORT, LLC"," 195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,54984A,1998,FRHT,C120,RED,2022015,2037
304652,  38 ANSONIA ST,WHITEY'S FRAME SHOP," 305 WEST SERVICE RD. HARTFORD, CT 06120",860-246-6871,MA,991VX1,2006,CHEV,IMPALA,GRY,2032015,44
304656, 155 WETHERSFIELD AV,CENTRAL GARAGE," 36 BOND ST. HARTFORD,CT 06114",860-296-1426,CT,6ADHE9,2000,PLYM,NEON,GRY,2032015,255
304669,  90 BRAINARD RD,BENTON AUTO BODY," 155 FRANKLIN AV. HARTFORD, CT 06114",860-246-7771,CT,0AEWV9,1997,BUICK,RIVERIA,WHI,2032015,1155
,,,,,,,,,,,,
